ICD,Protein,Protein_PPI,Protein_Num,Protein_PPI_Num
153,"[4609, 2, 1026, 5121, 1029, 7170, 9, 10765, 407054, 2064, 2067, 3604, 1045, 3606, 6678, 9235, 538, 4129, 100506658, 2596, 5157, 57381, 8743, 3627, 1592, 6714, 59, 6722, 4163, 578, 581, 60487, 72, 9290, 2122, 4171, 79949, 28234, 2641, 595, 596, 3158, 8797, 1630, 6750, 3679, 57447, 57448, 2153, 116844, 5743, 3700, 6774, 8313, 8314, 5243, 200315, 4224, 8320, 10370, 6275, 7298, 1158, 1670, 6280, 8842, 3725, 143, 2194, 23186, 5268, 5782, 10395, 2203, 54431, 672, 673, 6817, 5795, 6648, 5290, 3757, 26799, 2740, 4790, 57016, 699, 25788, 701, 1728, 4288, 4292, 196, 23236, 553158, 5320, 54474, 7372, 207, 3280, 5329, 8915, 2261, 219, 1755, 4316, 4318, 6364, 6876, 3297, 4321, 9446, 3306, 7403, 4843, 4846, 240, 242, 3315, 4851, 8434, 8438, 90355, 1786, 7421, 7422, 10495, 29950, 5378, 3845, 781, 1806, 7442, 5395, 6934, 4893, 6941, 4904, 112939, 2348, 389421, 5423, 823, 3383, 30011, 2878, 7490, 324, 3397, 80196, 3399, 50507, 332, 1869, 1356, 847, 2898, 5970, 4436, 4953, 5465, 5468, 5981, 3934, 1890, 8549, 6502, 7015, 7528, 873, 1386, 2923, 9582, 79727, 3952, 6513, 692088, 894, 6528, 1410, 3458, 2949, 406918, 54663, 7048, 2952, 902, 2956, 11156, 27030, 3481, 8091, 1436, 3484, 5020, 27035, 1956, 2982, 6566, 2475, 4524, 6573, 430, 100507056, 1969, 8626, 6580, 23476, 4023, 11200, 201163, 5071, 54739, 7124, 472, 4057, 2520, 1499, 8668, 160728, 407008, 3553, 3557, 23526, 3558, 2535, 5606, 5608, 8678, 51176, 7150, 2033, 4595, 23028, 7157, 7158, 5111, 10232]","[4609, 5121, 2, 1026, 1029, 7170, 9, 10765, 407054, 2064, 2067, 3604, 1045, 6678, 3606, 9235, 538, 4129, 100506658, 2596, 57381, 5157, 8743, 3627, 1592, 6714, 59, 6722, 4163, 578, 581, 60487, 72, 2122, 4171, 9290, 79949, 2641, 595, 596, 3158, 8797, 1630, 3679, 6750, 57447, 57448, 2153, 116844, 5743, 3700, 6774, 8313, 8314, 5243, 200315, 4224, 8320, 7298, 6275, 10370, 1158, 1670, 6280, 8842, 3725, 143, 2194, 23186, 5268, 5782, 10395, 2203, 54431, 672, 6817, 673, 5795, 5290, 3757, 26799, 2740, 4790, 57016, 699, 25788, 701, 4288, 1728, 4292, 196, 23236, 553158, 5320, 54474, 7372, 207, 3280, 5329, 8915, 2261, 219, 1755, 4316, 4318, 6876, 6364, 3297, 4321, 9446, 3306, 4843, 7403, 4846, 240, 8434, 3315, 4851, 90355, 8438, 242, 1786, 7421, 7422, 29950, 10495, 5378, 3845, 781, 1806, 7442, 5395, 6934, 10232, 4893, 6941, 4904, 112939, 2348, 389421, 5423, 823, 3383, 30011, 2878, 7490, 80196, 324, 3397, 3399, 50507, 332, 1869, 1356, 847, 5970, 2898, 4436, 5465, 4953, 5468, 5981, 3934, 1890, 8549, 6502, 7015, 7528, 873, 1386, 2923, 9582, 79727, 3952, 6513, 692088, 894, 6528, 1410, 3458, 2949, 902, 54663, 7048, 2952, 2956, 11156, 27030, 3481, 8091, 5020, 1436, 3484, 27035, 1956, 6566, 2982, 2475, 4524, 6573, 430, 1969, 8626, 23476, 6580, 4023, 11200, 201163, 5071, 54739, 7124, 2520, 4057, 472, 1499, 8668, 160728, 3553, 3557, 5606, 8678, 23526, 5608, 51176, 3558, 2535, 7150, 2033, 4595, 23028, 7157, 7158, 5111, 6648]",238,234
154,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
155,"[4609, 51201, 1027, 1029, 79879, 3592, 9, 10, 3082, 3593, 2067, 3606, 25, 540, 100506658, 1571, 7204, 4645, 8743, 23593, 153129, 164395, 2099, 5685, 246329, 378938, 55870, 6722, 168002, 6725, 60487, 9290, 79949, 728655, 595, 64084, 3162, 8797, 6750, 27232, 1124, 9317, 57448, 5743, 3697, 26227, 6774, 8314, 5243, 200315, 1149, 10370, 3725, 83597, 2705, 2194, 10897, 10395, 10397, 54431, 672, 673, 81572, 5800, 374955, 4780, 3757, 26799, 6319, 2740, 57016, 27324, 7358, 29887, 1728, 3265, 79039, 170691, 196, 121551, 5329, 1233, 8916, 2272, 3297, 10468, 9446, 116966, 7403, 5357, 4846, 9970, 9971, 90355, 7421, 7422, 10495, 3845, 5894, 23302, 6925, 112399, 3856, 7442, 283927, 10232, 4891, 57628, 192286, 3875, 51491, 84263, 112939, 389421, 302, 2354, 307, 310, 823, 2877, 2878, 324, 3397, 325, 11082, 1869, 4942, 847, 2898, 7507, 7508, 158038, 5465, 23386, 641371, 5468, 3934, 1375, 6496, 1381, 6502, 7015, 7528, 1386, 2923, 23404, 23405, 9582, 79727, 3439, 6513, 30061, 692088, 7039, 6528, 2944, 406918, 54663, 2952, 902, 9611, 1432, 3481, 8091, 1436, 1437, 1948, 1440, 342945, 8100, 117159, 121256, 10669, 1969, 128439, 440, 339896, 140733, 5054, 166336, 201163, 10188, 5581, 467, 7124, 22996, 472, 4057, 1499, 3553, 23526, 3558, 407021, 7150, 3054, 7153, 7157, 6648, 283131, 9215]","[4609, 51201, 1027, 1029, 79879, 3592, 3593, 3082, 10, 9, 2067, 3606, 25, 540, 100506658, 1571, 7204, 4645, 8743, 153129, 23593, 164395, 2099, 5685, 246329, 55870, 6722, 168002, 6725, 60487, 9290, 79949, 595, 64084, 3162, 8797, 6750, 27232, 1124, 9317, 57448, 5743, 3697, 26227, 6774, 8314, 5243, 200315, 1149, 10370, 3725, 83597, 10897, 2194, 2705, 10395, 10397, 54431, 672, 673, 81572, 5800, 4780, 3757, 6319, 26799, 2740, 57016, 27324, 7358, 79039, 1728, 3265, 29887, 170691, 196, 5329, 1233, 8916, 2272, 3297, 10468, 9446, 116966, 7403, 5357, 4846, 9970, 9971, 90355, 7421, 7422, 10495, 3845, 5894, 6925, 112399, 3856, 7442, 10232, 4891, 57628, 192286, 3875, 51491, 84263, 112939, 389421, 302, 2354, 307, 310, 823, 2877, 2878, 324, 3397, 325, 11082, 1869, 4942, 847, 2898, 7507, 7508, 158038, 5465, 23386, 641371, 5468, 3934, 1375, 6496, 1381, 6502, 7015, 7528, 1386, 2923, 23404, 23405, 30061, 79727, 9582, 6513, 3439, 692088, 7039, 2944, 6528, 902, 54663, 2952, 9611, 1432, 3481, 8091, 1948, 1436, 1437, 1440, 342945, 8100, 117159, 121256, 10669, 1969, 128439, 440, 140733, 5054, 166336, 201163, 10188, 5581, 467, 7124, 22996, 472, 4057, 1499, 3553, 23526, 3558, 3054, 7150, 7153, 7157, 6648, 283131, 9215]",200,191
156,"[4609, 1029, 9, 2064, 2065, 2066, 2067, 3606, 100506658, 6722, 9290, 79949, 596, 9817, 8797, 6750, 57448, 5743, 5243, 200315, 10370, 2194, 10395, 54431, 672, 3757, 26799, 7345, 2740, 57016, 1728, 196, 5329, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 3845, 7442, 10232, 112939, 389421, 823, 2878, 3397, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 886, 692088, 6528, 406918, 54663, 2952, 8091, 1436, 1956, 100507056, 1969, 5567, 1999, 472, 4057, 3553, 23526, 3558, 7150, 7157, 6648]","[4609, 1029, 9, 2064, 2065, 2066, 2067, 3606, 100506658, 6722, 9290, 79949, 596, 9817, 8797, 6750, 57448, 5743, 200315, 5243, 10370, 2194, 10395, 54431, 672, 6648, 3757, 26799, 7345, 2740, 57016, 1728, 196, 5329, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 3845, 7442, 112939, 389421, 823, 2878, 3397, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 886, 692088, 6528, 54663, 2952, 8091, 1436, 1956, 1969, 5567, 1999, 472, 4057, 3553, 23526, 3558, 7150, 7157, 10232]",80,78
157,"[4609, 1029, 9, 100499467, 2067, 3091, 3606, 28, 100506658, 546, 6690, 8743, 558, 100133941, 6722, 3651, 3576, 9290, 79949, 1616, 7249, 598, 91, 8795, 3164, 8797, 6750, 5727, 5728, 6751, 6752, 6753, 285282, 57448, 54894, 5743, 1647, 5744, 6774, 8314, 5243, 200315, 8829, 4221, 10370, 7298, 8837, 6794, 2194, 2202, 10395, 54431, 672, 675, 84133, 3757, 26799, 688, 2740, 57016, 1209, 4792, 699, 6847, 1728, 7873, 54465, 196, 3791, 208, 5329, 2258, 5328, 4313, 6364, 4318, 3297, 5349, 9446, 7403, 4846, 1268, 1269, 7421, 7422, 10495, 7423, 11009, 7428, 3845, 1806, 6416, 7442, 5909, 10232, 5925, 112939, 5932, 389421, 7980, 823, 2878, 7490, 324, 3397, 1869, 847, 5465, 5468, 9564, 3934, 1890, 3939, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 3439, 3440, 3442, 79728, 692088, 6528, 7040, 406918, 54663, 2952, 7052, 8091, 1436, 100302235, 1956, 79783, 100507056, 1969, 8626, 2494, 11199, 960, 27086, 7124, 472, 4057, 1499, 4061, 3553, 23526, 3558, 999, 4072, 7150, 2030, 2543, 2033, 23022, 7157, 6648, 4089]","[4609, 1029, 9, 3091, 2067, 3606, 28, 546, 100506658, 6690, 8743, 558, 100133941, 6722, 3651, 9290, 79949, 1616, 7249, 598, 8795, 3164, 91, 8797, 5727, 5728, 6752, 285282, 6751, 6753, 6750, 57448, 54894, 1647, 5743, 5744, 6774, 8314, 5243, 200315, 8829, 4221, 7298, 10370, 8837, 6794, 2194, 2202, 10395, 54431, 672, 675, 84133, 6648, 3757, 26799, 688, 2740, 4792, 1209, 57016, 699, 6847, 1728, 7873, 54465, 196, 3791, 208, 5329, 5328, 2258, 4313, 6364, 4318, 3297, 5349, 9446, 7403, 4846, 1268, 1269, 7421, 7422, 10495, 7423, 11009, 7428, 3845, 1806, 6416, 7442, 5909, 10232, 5925, 112939, 5932, 7980, 389421, 823, 2878, 7490, 324, 3397, 1869, 847, 5465, 9564, 5468, 3934, 1890, 3939, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 79728, 3440, 3442, 3439, 692088, 7040, 6528, 54663, 2952, 7052, 8091, 1436, 1956, 79783, 1969, 8626, 2494, 11199, 960, 27086, 7124, 472, 4057, 1499, 4061, 3553, 23526, 999, 3558, 4072, 7150, 23022, 2030, 2033, 2543, 7157, 3576, 4089]",161,157
158,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
159,"[4609, 1026, 1027, 1029, 9, 2067, 3606, 100506658, 6722, 581, 9290, 79949, 596, 8797, 6750, 57448, 5743, 5243, 200315, 10370, 2194, 10395, 54431, 672, 3757, 26799, 2740, 57016, 1728, 196, 3784, 5329, 3297, 9446, 7403, 4846, 9971, 7421, 7422, 10495, 3845, 7442, 10232, 112939, 389421, 823, 2878, 324, 3397, 1869, 847, 7507, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 406918, 54663, 2952, 8091, 1436, 1969, 5578, 5580, 472, 4057, 1499, 3553, 23526, 4583, 3558, 7150, 6648]","[4609, 1026, 1027, 1029, 9, 2067, 3606, 100506658, 6722, 581, 9290, 79949, 596, 8797, 6750, 57448, 5743, 200315, 5243, 10370, 2194, 10395, 54431, 672, 6648, 3757, 26799, 2740, 57016, 1728, 196, 3784, 5329, 3297, 9446, 7403, 4846, 9971, 7421, 7422, 10495, 3845, 7442, 112939, 389421, 823, 2878, 324, 3397, 1869, 847, 7507, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 54663, 2952, 8091, 1436, 1969, 5578, 5580, 472, 4057, 1499, 3553, 23526, 4583, 3558, 7150, 10232]",80,79
160,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
161,"[6528, 4609, 10370, 131, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 7421, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 125, 7422, 10495]","[6528, 4609, 10370, 131, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 125, 6648, 5243, 7421, 7422, 10495]",70,69
162,"[6528, 4609, 10370, 1029, 3845, 406918, 54663, 9, 2952, 5243, 5002, 5519, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 673, 100506658, 1956, 9446, 6648, 112939, 389421, 1326, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 3659, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 5002, 5519, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 673, 100506658, 1956, 9446, 112939, 3757, 1326, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 3659, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",74,73
163,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 8915, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 8915, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",69,68
164,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 3718, 5770, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 29126, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 3718, 2952, 5770, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 29126, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",71,70
165,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
166,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
167,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
168,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
169,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
170,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 5925, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 11200, 1728, 6722, 196, 3397, 9290, 8013, 1869, 79949, 847, 5329, 2130, 2131, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 7157, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 5925, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 11200, 1728, 6722, 196, 3397, 9290, 1869, 8013, 847, 79949, 5329, 2130, 2131, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 7157, 6648, 5243, 7421, 7422, 10495]",74,73
171,"[4609, 1029, 9, 2067, 3606, 100506658, 6722, 9290, 79949, 8797, 6750, 6756, 6757, 57448, 5743, 1649, 5243, 200315, 10370, 2194, 10395, 54431, 672, 6648, 3757, 26799, 2740, 57016, 1728, 196, 5329, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 2308, 3845, 7442, 112939, 389421, 823, 2878, 324, 3397, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 406918, 54663, 2952, 5002, 8091, 1436, 1969, 5077, 472, 5081, 4057, 3553, 23526, 3558, 7150, 10232, 4601]","[6528, 4609, 10370, 2308, 3845, 1029, 54663, 2952, 9, 5002, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 324, 3397, 196, 9290, 1869, 79949, 847, 5329, 692088, 5077, 472, 5465, 4057, 5081, 200315, 8797, 3934, 6750, 3297, 3553, 6756, 6757, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 1649, 5743, 9582, 7403, 6648, 4601, 5243, 7421, 7422, 10495]",77,76
