"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"MF","GO:0005178","integrin binding","1/10","154/18496",0.0802287100761983,0.103825389510374,0.0521610808544942,"4627",1
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","1/10","179/18496",0.0926915459209443,0.116526514872044,0.0585420290027017,"4843",1
"MF","GO:0031406","carboxylic acid binding","1/10","195/18496",0.100587787055204,0.122940628623027,0.0617644306479322,"4843",1
"MF","GO:0043177","organic acid binding","1/10","207/18496",0.106469320865759,0.12384596940443,0.0622192669256705,"4843",1
"MF","GO:0051015","actin filament binding","1/10","208/18496",0.106957882667462,0.12384596940443,0.0622192669256705,"4627",1
"MF","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","1/10","225/18496",0.115226732606699,0.129999390633199,0.0653106986434733,"374569",1
"MF","GO:0001664","G protein-coupled receptor binding","1/10","291/18496",0.146680304354406,0.161348334789847,0.0810601681958559,"5443",1
"MF","GO:0045296","cadherin binding","1/10","334/18496",0.16662761001222,0.178819874159455,0.0898377358217359,"4627",1
"MF","GO:0046982","protein heterodimerization activity","1/10","344/18496",0.171205938978156,0.17935860273902,0.0901083889358714,"81494",1
"MF","GO:0030674","protein-macromolecule adaptor activity","1/10","421/18496",0.205707845122983,0.210491748497937,0.105749443025279,"4627",1
"MF","GO:0003779","actin binding","1/10","438/18496",0.213148672119886,0.213148672119886,0.107084261112861,"4627",1
